Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Item_Visibility_MeanRatio,Item_Visibility_Ratio_OutletSize,Outlet_Years,Item_Fat_Content_Low Fat,Item_Fat_Content_Regular,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Type_Combined_Drinks,Item_Type_Combined_Food,Item_Type_Combined_Non-Consumable
FDP40,4.555,0.060154968,Frozen Foods,110.1544,OUT019,0,0,111.8544,1.6148105884588024,0.858765731327683,28,0,1,1,0,0,0,0,1,0
FDE11,17.7,0.134441765,Starchy Foods,183.9924,OUT027,1,2,6478.234,0.8792103026273806,2.100077634549918,28,0,1,0,0,0,1,0,1,0
DRL35,15.7,0.03067808,Hard Drinks,44.777,OUT013,2,2,605.878,1.0505660816764597,0.386196735858994,26,1,0,0,1,0,0,1,0,0
FDD56,15.2,0.103758647,Fruits and Vegetables,177.0054,OUT035,0,1,2976.7918,0.8745633888059143,1.481247074597827,9,0,1,0,1,0,0,0,1,0
FDO39,6.985,0.136701678,Meat,182.1608,OUT027,1,2,5880.3456,0.9209511417600045,2.1353791106003746,28,0,1,0,0,0,1,0,1,0
FDG32,19.85,0.308145448,Fruits and Vegetables,222.0772,OUT019,0,0,889.5088,1.6148105908749546,4.39905064876797,28,1,0,1,0,0,0,0,1,0
FDU50,5.75,0.074806196,Dairy,112.9176,OUT027,1,2,3435.528,1.0104663648062326,1.168526901929304,28,0,1,0,0,0,1,0,1,0
FDX24,8.355,0.013926425,Baking Goods,93.0462,OUT035,0,1,1110.5544,0.8840151303021135,0.19881211722870715,9,1,0,0,1,0,0,0,1,0
NCN43,12.15,0.006754117,Others,122.173,OUT013,2,2,2586.633,0.8707097373365742,0.08502546244777184,26,1,0,0,1,0,0,0,0,1
FDK34,13.35,0.037144733,Snack Foods,238.7564,OUT018,1,2,1906.8512,0.8999999999999999,0.5802276027440452,4,1,0,0,0,1,0,0,1,0
NCN41,17.0,0.052209303,Health and Hygiene,122.373,OUT046,0,0,2586.633,0.8747287998753991,0.7453342884814367,16,1,0,0,1,0,0,0,0,1
FDW16,17.35,0.041538713,Frozen Foods,93.1804,OUT049,1,0,1378.206,0.8760887522191211,0.6488647492785291,14,0,1,0,1,0,0,0,1,0
FDP46,15.35,0.13064231,Snack Foods,88.383,OUT019,0,0,89.883,1.6622346160385233,1.8650353016477024,28,1,0,1,0,0,0,0,1,0
NCD07,9.1,0.055382616,Household,115.0518,OUT013,2,2,683.1108,1.0654607053556457,0.6971943981674242,26,1,0,0,1,0,0,0,0,1
FDG44,6.13,0.088147216,Fruits and Vegetables,54.1298,OUT046,0,0,1348.245,0.8181818181818181,1.2583799963577278,16,1,0,0,1,0,0,0,1,0
FDC20,10.65,0.041970938,Fruits and Vegetables,55.4272,OUT019,0,0,111.8544,1.5257423856599748,0.5991725116715022,28,1,0,1,0,0,0,0,1,0
FDB23,19.2,0.005583951,Starchy Foods,226.9062,OUT013,2,2,4514.124,0.870879070208906,0.07029460935614502,26,0,1,0,1,0,0,0,1,0
DRK59,8.895,0.075757177,Hard Drinks,233.8616,OUT018,1,2,937.4464,0.9640594115759157,1.1833819131602403,4,1,0,0,0,1,0,1,0,0
FDT31,19.75,0.012467648,Fruits and Vegetables,188.1872,OUT049,1,0,2458.1336,0.8760887438587381,0.19475368179107896,14,1,0,0,1,0,0,0,1,0
FDB15,10.895,0.137368051,Dairy,264.3568,OUT018,1,2,4745.8224,0.93341953327659,2.1457883389645507,4,1,0,0,0,1,0,0,1,0
FDI56,7.325,0.092933158,Fruits and Vegetables,91.0146,OUT027,1,2,3466.1548,0.8704928756134028,1.4516831627723261,28,1,0,0,0,0,1,0,1,0
NCQ17,10.3,0.117593973,Health and Hygiene,154.463,OUT017,0,1,2503.408,0.8639226017915265,1.678758672485252,6,1,0,0,1,0,0,0,0,1
FDH44,19.1,0.026018497,Fruits and Vegetables,148.2418,OUT017,0,1,3089.9778,0.9387642094163167,0.3714372120396129,6,0,1,0,1,0,0,0,1,0
FDP40,4.555,0.034410585,Frozen Foods,111.3544,OUT049,1,0,1342.2528,0.9237238229943309,0.5375182328964433,14,0,1,0,1,0,0,0,1,0
NCR17,9.8,0.02426524,Health and Hygiene,114.0492,OUT027,1,2,3938.8728,0.9942317204659429,0.37904060409342333,28,1,0,0,0,0,1,0,0,1
NCO53,16.2,0.176175402,Health and Hygiene,184.0608,OUT017,0,1,2021.3688,1.0207597000149113,2.51506073347888,6,1,0,0,1,0,0,0,0,1
FDG38,8.975,0.088257771,Canned,84.1224,OUT010,2,2,170.4448,1.562460907985145,1.111049422727582,15,0,1,1,0,0,0,0,1,0
FDO01,21.1,0.020750867,Breakfast,128.7994,OUT049,1,0,1927.491,0.876088756031065,0.3241435552725744,14,0,1,0,1,0,0,0,1,0
NCQ43,17.75,0.111527348,Others,110.2912,OUT045,0,1,873.5296,0.8856628705000276,1.5921521987719618,11,1,0,0,1,0,0,0,0,1
FDU47,12.8,0.114318263,Breads,142.2838,OUT018,1,2,421.4514,0.9296456997369981,1.785733974460209,4,0,1,0,0,1,0,0,1,0
FDZ02,6.905,0.038363204,Dairy,98.1726,OUT017,0,1,587.2356,0.9348909927426389,0.5476688964265277,6,0,1,0,1,0,0,0,1,0
FDS04,10.195,0.245483691,Frozen Foods,141.8838,OUT010,2,2,280.9676,1.5624609002079413,3.0903172614067733,15,0,1,1,0,0,0,0,1,0
FDQ31,5.785,0.053930934,Fruits and Vegetables,87.3856,OUT049,1,0,878.856,0.8727739447558398,0.8424402067600626,14,0,1,0,1,0,0,0,1,0
FDT57,15.2,0.018942606,Snack Foods,236.0248,OUT027,1,2,6636.6944,0.9251307975658115,0.29589721022102833,28,1,0,0,0,0,1,0,1,0
FDK50,7.96,0.028339599,Canned,162.4894,OUT013,2,2,1779.6834,0.924662455402554,0.3567583313347123,26,1,0,0,1,0,0,0,1,0
FDB49,8.3,0.030151351,Baking Goods,98.7384,OUT046,0,0,492.692,0.8588422737621874,0.43043738286142325,16,0,1,0,1,0,0,0,1,0
FDN56,5.46,0.107274301,Fruits and Vegetables,145.5786,OUT045,0,1,3900.9222,0.8765027640783628,1.531436165853018,11,0,1,0,1,0,0,0,1,0
FDU02,13.35,0.102670882,Dairy,228.6352,OUT049,1,0,3435.528,0.9237238294067056,1.6037934566517613,14,1,0,0,1,0,0,0,1,0
FDK26,5.46,0.032177405,Canned,185.424,OUT046,0,0,5219.872,0.8710305967538852,0.45936110774844136,16,0,1,0,1,0,0,0,1,0
DRA24,19.35,0.039734882,Soft Drinks,165.7868,OUT027,1,2,4913.604,0.8704928733893985,0.6206876040319771,28,0,1,0,0,0,1,1,0,0
FDF53,20.75,0.083536989,Frozen Foods,180.3318,OUT013,2,2,4149.9314,0.9982383457506997,1.0516209774304222,26,0,1,0,1,0,0,0,1,0
NCZ30,6.59,0.026225693,Household,119.0098,OUT049,1,0,2530.7058,0.8732632387366833,0.4096642982920698,14,1,0,0,1,0,0,0,0,1
FDF14,7.55,0.0273235,Canned,151.934,OUT017,0,1,1837.608,1.004720903087207,0.3900672918641058,6,1,0,0,1,0,0,0,1,0
FDU40,20.85,0.03747983,Frozen Foods,192.7478,OUT045,0,1,2131.2258,0.8765027717538078,0.535057946003516,11,1,0,0,1,0,0,0,1,0
NCL18,18.85,0.168531813,Household,192.5136,OUT017,0,1,2916.204,0.9275067644428234,2.4059416945068497,6,1,0,0,1,0,0,0,0,1
FDP25,15.2,0.021293909,Canned,218.4824,OUT018,1,2,1528.6768,0.878292057403606,0.332626264189861,4,1,0,0,0,1,0,0,1,0
NCV05,10.1,0.030269774,Health and Hygiene,152.4656,OUT045,0,1,2934.8464,0.864454521300824,0.4321279766325149,11,1,0,0,1,0,0,0,0,1
FDV49,10.0,0.025822315,Canned,262.7226,OUT035,0,1,3171.8712,0.9221155185508699,0.36863653930542856,9,1,0,0,1,0,0,0,1,0
FDJ56,8.985,0.183688161,Fruits and Vegetables,100.27,OUT049,1,0,998.7,0.9237238304787624,2.8693419686040604,14,1,0,0,1,0,0,0,1,0
FDI40,11.5,0.125579201,Frozen Foods,99.7358,OUT035,0,1,1105.8938,0.9221155188704271,1.7927549123841457,9,0,1,0,1,0,0,0,1,0
NCK05,20.1,0.077079177,Health and Hygiene,61.5536,OUT027,1,2,918.804,0.9470368032879691,1.2040325095941313,28,1,0,0,0,0,1,0,0,1
NCI43,19.85,0.026074491,Household,48.6376,OUT018,1,2,575.2512,1.0031395321615986,0.4073024136612096,4,1,0,0,0,1,0,0,0,1
NCE42,21.1,0.010593469,Household,234.2958,OUT013,2,2,3739.1328,0.9327072084932726,0.1333578616792003,26,1,0,0,1,0,0,0,0,1
FDP40,4.555,0.034357169,Frozen Foods,112.6544,OUT046,0,0,2684.5056,0.9222899144534251,0.4904791797517671,16,0,1,0,1,0,0,0,1,0
FDU40,20.85,0.037396901,Frozen Foods,193.8478,OUT035,0,1,2712.4692,0.8745633953383126,0.5338740606869571,9,1,0,0,1,0,0,0,1,0
DRK47,7.905,0.064011067,Hard Drinks,230.2694,OUT013,2,2,4567.388,0.9288589862552766,0.8058152640012467,26,1,0,0,1,0,0,1,0,0
FDR32,6.78,0.085981978,Fruits and Vegetables,228.4694,OUT045,0,1,5480.8656,0.9512431940427849,1.2274692959386289,11,0,1,0,1,0,0,0,1,0
FDS43,11.65,0.040318693,Fruits and Vegetables,186.224,OUT027,1,2,5033.448,1.0104663586908562,0.6298071542246143,28,1,0,0,0,0,1,0,1,0
FDH50,15.0,0.161762835,Canned,185.9266,OUT045,0,1,2581.9724,1.0170768249126598,2.309308506330089,11,0,1,0,1,0,0,0,1,0
FDZ09,17.6,0.104878967,Snack Foods,164.8868,OUT046,0,0,2456.802,0.929632606869292,1.4972406401520642,16,1,0,0,1,0,0,0,1,0
FDS19,13.8,0.107469819,Fruits and Vegetables,77.8012,OUT010,2,2,227.7036,1.5620926609531105,1.3529038747260875,15,0,1,1,0,0,0,0,1,0
NCU30,5.11,0.034868095,Household,163.821,OUT035,0,1,2120.573,0.9591730968598368,0.4977731033399956,9,1,0,0,1,0,0,0,0,1
FDI27,8.71,0.046079575,Dairy,43.5744,OUT045,0,1,407.4696,0.9355478175425305,0.6578269632550351,11,0,1,0,1,0,0,0,1,0
FDQ09,7.235,0.058083831,Snack Foods,113.6834,OUT013,2,2,230.3668,0.9242793180523173,0.7311991473516415,26,1,0,0,1,0,0,0,1,0
FDB35,12.3,0.064618976,Starchy Foods,89.8804,OUT046,0,0,1286.3256,0.8747287910288332,0.9224934203653137,16,0,1,0,1,0,0,0,1,0
DRD12,6.96,0.077178965,Soft Drinks,93.1146,OUT035,0,1,2189.1504,0.9252049108634138,1.1017984469934163,9,1,0,0,1,0,0,1,0,0
FDW07,18.0,0.142910689,Fruits and Vegetables,89.6514,OUT049,1,0,1859.5794,0.9310779344553121,2.23236835448433,14,0,1,0,1,0,0,0,1,0
DRE13,6.28,0.027682047,Soft Drinks,85.5198,OUT013,2,2,1744.396,0.8740008734942242,0.3484806152567324,26,1,0,0,1,0,0,1,0,0
FDR11,10.5,0.142511272,Breads,158.7578,OUT035,0,1,2246.4092,0.9294568208078093,2.03447530254722,9,0,1,0,1,0,0,0,1,0
DRG36,14.15,0.09557165,Soft Drinks,171.0106,OUT045,0,1,4106.6544,1.0010958875145992,1.3643704025649777,11,1,0,0,1,0,0,1,0,0
DRD37,9.8,0.02316823,Soft Drinks,47.506,OUT010,2,2,186.424,1.5616936984414758,0.29165758749016957,15,1,0,1,0,0,0,1,0,0
FDX03,15.85,0.061045133,Meat,44.7744,OUT013,2,2,181.0976,0.8740008600567791,0.7684780502781842,26,0,1,0,1,0,0,0,1,0
FDU46,10.3,0.011148865,Snack Foods,84.854,OUT045,0,1,778.986,0.931517938934997,0.15915997503645266,11,0,1,0,1,0,0,0,1,0
FDV03,17.6,0.058091269,Meat,156.2314,OUT046,0,0,2947.4966,0.9296326124376404,0.8293045905458408,16,1,0,0,1,0,0,0,1,0
FDZ37,8.1,0.019672774,Canned,86.4198,OUT027,1,2,1918.8356,1.0097590751803314,0.30730296263928947,28,0,1,0,0,0,1,0,1,0
FDI24,10.3,0.078678276,Baking Goods,177.037,OUT013,2,2,3705.177,0.9215224096173004,0.990456161996221,26,1,0,0,1,0,0,0,1,0
FDX33,9.195,0.117667492,Snack Foods,159.5578,OUT049,1,0,1283.6624,1.0006230365399784,1.83805135452351,14,0,1,0,1,0,0,0,1,0
FDG47,12.8,0.069902438,Starchy Foods,261.3252,OUT018,1,2,3410.2276,0.8782920670261938,1.0919266542232045,4,1,0,0,0,1,0,0,1,0
FDZ57,10.0,0.037757166,Snack Foods,126.7994,OUT035,0,1,1284.994,0.9330366839292956,0.5390171643487655,9,0,1,0,1,0,0,0,1,0
FDT04,17.25,0.107021498,Frozen Foods,40.5822,OUT035,0,1,785.644,0.95173900137907,1.5278271779274184,9,1,0,0,1,0,0,0,1,0
FDO49,10.6,0.032892112,Breakfast,49.3008,OUT027,1,2,1518.024,0.9205695284746547,0.5137985860592575,28,0,1,0,0,0,1,0,1,0
NCB43,20.2,0.100477461,Household,187.7898,OUT017,0,1,2245.0776,0.938233758331844,1.434405222817403,6,1,0,0,1,0,0,0,0,1
NCL53,7.5,0.036228067,Health and Hygiene,175.2028,OUT035,0,1,4427.57,0.9323495073391361,0.5171879145849317,9,1,0,0,1,0,0,0,0,1
FDM01,7.895,0.094488485,Breakfast,100.7332,OUT013,2,2,1230.3984,1.014242187101182,1.18948592882154,26,0,1,0,1,0,0,0,1,0
FDO12,15.75,0.055154296,Baking Goods,195.5452,OUT018,1,2,1174.4712,1.0691828890401487,0.8615500062718309,4,1,0,0,0,1,0,0,1,0
FDO13,7.865,0.106907604,Breakfast,162.8526,OUT019,0,0,493.3578,1.6148105833270328,1.5262012396640345,28,1,0,1,0,0,0,0,1,0
FDI04,13.65,0.073060301,Frozen Foods,196.2426,OUT045,0,1,2570.6538,0.8765027683624833,1.0430008510566515,11,0,1,0,1,0,0,0,1,0
NCK05,20.1,0.077439606,Health and Hygiene,60.6536,OUT035,0,1,980.0576,0.9514652305397583,1.10551932934812,9,1,0,0,1,0,0,0,0,1
FDP28,13.65,0.080968973,Frozen Foods,259.7936,OUT018,1,2,2609.936,0.9334195314309013,1.2647939372841184,4,0,1,0,0,1,0,0,1,0
FDJ44,12.3,0.106492562,Fruits and Vegetables,176.3396,OUT049,1,0,1395.5168,0.9310779379061098,1.6634908631415282,14,0,1,0,1,0,0,0,1,0
FDS25,6.885,0.139330557,Canned,109.5228,OUT027,1,2,3426.2068,0.8704928814952915,2.1764441025084915,28,0,1,0,0,0,1,0,1,0
FDC02,21.35,0.068822477,Canned,258.3278,OUT046,0,0,7028.8506,0.9296326031110778,0.9825021400175568,16,1,0,0,1,0,0,0,1,0
FDT23,7.72,0.074669288,Breads,76.3986,OUT013,2,2,1402.1748,0.9288589897833825,0.939988268317807,26,0,1,0,1,0,0,0,1,0
NCD31,12.1,0.025834128,Household,165.1526,OUT010,2,2,164.4526,1.556014383126968,0.32521774202829645,15,1,0,1,0,0,0,0,0,1
FDV19,14.85,0.035227697,Fruits and Vegetables,159.5578,OUT013,2,2,2085.9514,0.874000871125461,0.4434704386072947,26,0,1,0,1,0,0,0,1,0
NCQ30,7.725,0.050901814,Household,120.5414,OUT019,0,0,365.5242,1.5315372002860301,0.726668718793362,28,1,0,1,0,0,0,0,0,1
NCD18,16.0,0.072965144,Household,231.3668,OUT018,1,2,4607.336,1.0699607260786044,1.1397683377342906,4,1,0,0,0,1,0,0,0,1
FDL10,8.395,0.039492207,Snack Foods,97.3042,OUT046,0,0,1091.2462,1.0146726506622483,0.5637864195372732,16,1,0,0,1,0,0,0,1,0
FDX20,7.365,0.042552205,Fruits and Vegetables,225.172,OUT035,0,1,3395.58,0.9221155294423552,0.607470615667695,9,1,0,0,1,0,0,0,1,0
FDM32,20.5,0.020587886,Fruits and Vegetables,89.583,OUT013,2,2,1797.66,1.010716349212412,0.25917444544890295,26,1,0,0,1,0,0,0,1,0
FDR09,18.25,0.130095044,Snack Foods,257.2962,OUT010,2,2,517.9924,1.4641166688887537,1.6377257424269118,15,1,0,1,0,0,0,0,1,0
FDL34,16.0,0.040747616,Snack Foods,140.2496,OUT027,1,2,4093.3384,0.9942317187154396,0.6365072417996624,28,1,0,0,0,0,1,0,1,0
NCK42,7.475,0.013146636,Household,214.5192,OUT045,0,1,2804.3496,1.0010958998773583,0.1876799349147496,11,1,0,0,1,0,0,0,0,1
FDU23,12.15,0.02176755,Breads,164.6184,OUT045,0,1,3797.7232,0.9349382407438428,0.310751158490549,11,1,0,0,1,0,0,0,1,0
DRI01,7.97,0.029381254,Soft Drinks,172.0422,OUT018,1,2,5690.5926,0.8181818181818182,0.45895644408142305,4,1,0,0,0,1,0,1,0,0
FDG16,15.25,0.08995645,Frozen Foods,217.1192,OUT049,1,0,3235.788,0.9237238370075693,1.4051848302386387,14,1,0,0,1,0,0,0,1,0
FDY56,16.35,0.062665642,Fruits and Vegetables,225.6062,OUT018,1,2,1579.9434,0.8782920664001566,0.9788826650625421,4,0,1,0,0,1,0,0,1,0
FDO24,11.1,0.176182345,Baking Goods,158.1604,OUT035,0,1,1901.5248,0.9599142806496647,2.515159850986059,9,1,0,0,1,0,0,0,1,0
NCV29,11.8,0.022843501,Health and Hygiene,177.8686,OUT046,0,0,4621.9836,0.8714191227431188,0.3261113170627845,16,1,0,0,1,0,0,0,0,1
FDQ48,14.3,0.034411238,Baking Goods,98.6726,OUT046,0,0,782.9808,1.0150183318254637,0.4912510628708331,16,0,1,0,1,0,0,0,1,0
FDU15,13.65,0.025070953400000002,Meat,36.6532,OUT017,0,1,755.0172,0.8333333333333333,0.3579101834387687,6,0,1,0,1,0,0,0,1,0
FDS47,16.75,0.128861359,Breads,86.2856,OUT035,0,1,1406.1696,0.8830757807961457,1.8396106403300574,9,1,0,0,1,0,0,0,1,0
FDO50,16.25,0.078290271,Canned,93.1804,OUT049,1,0,1194.4452,0.9517970364790153,1.2229506740703087,14,1,0,0,1,0,0,0,1,0
FDW48,18.0,0.008539208,Baking Goods,81.2618,OUT035,0,1,402.809,1.0113668295043128,0.12190479767322294,9,1,0,0,1,0,0,0,1,0
FDV20,20.2,0.100095288,Fruits and Vegetables,125.2678,OUT010,2,2,127.1678,1.4593946847962744,1.260068214844799,15,0,1,1,0,0,0,0,1,0
FDW47,15.0,0.046447328,Breads,121.5414,OUT049,1,0,2436.828,0.8760887641804915,0.7255408668385467,14,1,0,0,1,0,0,0,1,0
FDA07,7.55,0.030794774,Fruits and Vegetables,122.9072,OUT027,1,2,4532.7664,0.8704928773344505,0.4810366491277418,28,0,1,0,0,0,1,0,1,0
FDZ16,16.85,0.159081735,Frozen Foods,193.5478,OUT027,1,2,4649.9472,0.867553716389658,2.4849717923511117,28,0,1,0,0,0,1,0,1,0
FDN09,14.15,0.034705807,Snack Foods,241.6828,OUT027,1,2,4873.656,0.9287446543676611,0.5421298141221664,28,1,0,0,0,0,1,0,1,0
FDB50,13.0,0.154487495,Canned,77.2986,OUT017,0,1,1246.3776,0.9275067640762129,2.205446549728973,6,1,0,0,1,0,0,0,1,0
NCL06,14.65,0.072178679,Household,262.9594,OUT049,1,0,5233.188,0.9310779420423917,1.12748318544656,14,1,0,0,1,0,0,0,0,1
DRG03,14.5,0.061686402,Dairy,153.9998,OUT027,1,2,5229.1932,0.9251308232213585,0.9635862278069269,28,1,0,0,0,0,1,1,0,0
DRM59,5.88,0.003599378,Hard Drinks,152.2998,OUT045,0,1,3075.996,0.9241603657660032,0.05138432590463306,11,1,0,0,1,0,0,1,0,0
FDU25,12.35,0.026832182,Canned,57.3246,OUT017,0,1,1332.2658,1.00472090557571,0.38305328993521354,6,1,0,0,1,0,0,0,1,0
NCU42,9.0,0.019616991,Household,169.6474,OUT017,0,1,2526.711,1.0047208830059884,0.2800500138669108,6,1,0,0,1,0,0,0,0,1
FDH21,10.395,0.05226427,Seafood,158.4604,OUT010,2,2,158.4604,1.4641166743911236,0.657938517536076,15,1,0,1,0,0,0,0,1,0
DRO47,10.195,0.112203445,Hard Drinks,111.786,OUT035,0,1,1697.79,0.9328695816865198,1.6018040854565903,9,1,0,0,1,0,0,1,0,0
FDC44,15.6,0.171761077,Fruits and Vegetables,115.7518,OUT027,1,2,5351.0346,0.9286940133485597,2.6830322875774977,28,1,0,0,0,0,1,0,1,0
NCL29,9.695,0.114170506,Health and Hygiene,158.9604,OUT045,0,1,1743.0644,0.9238292980719036,1.6298856327401192,11,1,0,0,1,0,0,0,0,1
FDL48,19.35,0.082266419,Baking Goods,48.8034,OUT046,0,0,340.2238,0.9296326077107109,1.1744263828092234,16,0,1,0,1,0,0,0,1,0
FDJ21,16.7,0.038685176,Snack Foods,146.6102,OUT018,1,2,2770.3938,1.0031395323984298,0.6042904368759757,4,0,1,0,0,1,0,0,1,0
FDT40,5.985,0.095795326,Frozen Foods,128.4678,OUT046,0,0,508.6712,0.9248149449434906,1.3675635766303424,16,1,0,0,1,0,0,0,1,0
NCD43,8.85,0.026814124,Household,103.7964,OUT010,2,2,210.3928,1.458576952607884,0.33755460458145725,15,1,0,1,0,0,0,0,0,1
FDM28,15.7,0.045203854,Frozen Foods,180.266,OUT046,0,0,1617.894,0.8747287851141687,0.6453252662214002,16,1,0,0,1,0,0,0,1,0
FDR35,12.5,0.020697723,Breads,198.8742,OUT046,0,0,5773.1518,0.9990697673408311,0.29547842547123965,16,1,0,0,1,0,0,0,1,0
NCP17,19.35,0.027827268,Health and Hygiene,65.6168,OUT018,1,2,383.5008,1.055081998086272,0.43468205849147123,4,1,0,0,0,1,0,0,0,1
FDT23,7.72,0.074883035,Breads,79.8986,OUT045,0,1,1090.5804,0.9315179253083767,1.0690220019036745,11,0,1,0,1,0,0,0,1,0
FDX15,17.2,0.156298858,Meat,162.1578,OUT046,0,0,1283.6624,0.9990697509206471,2.231305369426041,16,1,0,0,1,0,0,0,1,0
NCU42,9.0,0.019412192,Household,166.5474,OUT027,1,2,4379.6324,0.994231719192907,0.3032324832747387,28,1,0,0,0,0,1,0,0,1
FDV23,11.0,0.105324246,Breads,125.7046,OUT027,1,2,3237.1196,0.9270946321444055,1.6452409219741624,28,1,0,0,0,0,1,0,1,0
FDY34,10.5,0.019227816,Snack Foods,163.9842,OUT019,0,0,331.5684,1.6148105783366566,0.27449419421308846,28,0,1,1,0,0,0,0,1,0
FDE16,8.895,0.044093978,Frozen Foods,208.3954,OUT010,2,2,1041.977,1.4641166735880806,0.55508527178488,15,1,0,1,0,0,0,0,1,0
FDV60,20.2,0.117599259,Baking Goods,195.311,OUT045,0,1,3338.987,0.8731325543676763,1.6788341348420068,11,0,1,0,1,0,0,0,1,0
FDQ44,20.5,0.036140297,Fruits and Vegetables,120.0756,OUT046,0,0,2302.3364,0.9990697483416441,0.5159349196828542,16,1,0,0,1,0,0,0,1,0
FDZ09,17.6,0.104791689,Snack Foods,165.2868,OUT013,2,2,3111.9492,0.9288589867909942,1.3191897353729714,26,1,0,0,1,0,0,0,1,0
FDW36,11.15,0.057021156,Baking Goods,106.8622,OUT049,1,0,2011.3818,0.9237238315053029,0.8907117100982859,14,1,0,0,1,0,0,0,1,0
NCZ30,6.59,0.026058181,Household,121.9098,OUT027,1,2,3374.2744,0.8676854234374933,0.40704763966133306,28,1,0,0,0,0,1,0,0,1
FDL09,19.6,0.12829573,Snack Foods,167.2816,OUT045,0,1,2013.3792,0.8765027658429,1.831535782708237,11,0,1,0,1,0,0,0,1,0
FDE05,10.895,0.03263762,Frozen Foods,147.7102,OUT017,0,1,1895.5326,0.9385429641325719,0.4659310866576309,6,0,1,0,1,0,0,0,1,0
DRO35,13.85,0.034765901,Hard Drinks,114.2492,OUT017,0,1,1853.5872,0.9348909916401874,0.4963141929945142,6,1,0,0,1,0,0,1,0,0
FDN60,15.1,0.095696334,Baking Goods,159.7604,OUT017,0,1,2693.8268,0.9275067619857789,1.3661503776859827,6,1,0,0,1,0,0,0,1,0
NCZ29,15.0,0.071371458,Health and Hygiene,125.2362,OUT046,0,0,1384.1982,0.929632608284063,1.018891113453722,16,1,0,0,1,0,0,0,0,1
FDX08,12.85,0.022696131,Fruits and Vegetables,179.9318,OUT018,1,2,2706.477,0.8782920781913353,0.35452998630235977,4,1,0,0,0,1,0,0,1,0
FDZ16,16.85,0.267565911,Frozen Foods,194.1478,OUT010,2,2,1162.4868,1.459173175771778,3.3683034093182522,15,0,1,1,0,0,0,0,1,0
DRL37,15.5,0.053327763,Soft Drinks,44.477,OUT013,2,2,865.54,0.9328773776679743,0.6713264976576772,26,1,0,0,1,0,0,1,0,0
FDL21,15.85,0.007145063,Snack Foods,41.048,OUT035,0,1,479.376,0.9221154502741602,0.10200213642499766,9,0,1,0,1,0,0,0,1,0
FDW10,21.2,0.071076055,Snack Foods,174.837,OUT017,0,1,5469.547,0.8881942183107829,1.014673972596272,6,1,0,0,1,0,0,0,1,0
FDB53,13.35,0.139426044,Frozen Foods,148.3392,OUT035,0,1,3877.6192,0.9250903078152231,1.9904309257015265,9,1,0,0,1,0,0,0,1,0
DRM49,6.11,0.151925271,Soft Drinks,46.6086,OUT035,0,1,624.5204,1.014826409864976,2.1688685206759883,9,0,1,0,1,0,0,1,0,0
NCD06,13.0,0.099479703,Household,44.906,OUT049,1,0,652.484,0.923723833828606,1.5539449319336769,14,1,0,0,1,0,0,0,0,1
FDN10,11.5,0.045900448,Snack Foods,118.9124,OUT027,1,2,2844.2976,0.9207846277468953,0.7169982055845632,28,1,0,0,0,0,1,0,1,0
FDS13,6.465,0.21799414,Canned,266.5884,OUT019,0,0,1324.942,1.5263660677831055,3.1120604546286073,28,1,0,1,0,0,0,0,1,0
FDH38,6.425,0.010454459,Canned,115.6808,OUT049,1,0,1406.1696,0.9237238430247348,0.16330621311925725,14,1,0,0,1,0,0,0,1,0
FDY21,15.1,0.172641213,Snack Foods,195.111,OUT027,1,2,5303.097,0.94677872400305,2.6967806486538506,28,1,0,0,0,0,1,0,1,0
FDT60,12.0,0.075701524,Baking Goods,124.6388,OUT045,0,1,2105.2596,0.8765027649990932,1.0807066611768483,11,1,0,0,1,0,0,0,1,0
DRZ24,7.535,0.081914677,Soft Drinks,120.344,OUT049,1,0,3835.008,0.9138179291380827,1.2795665179572775,14,1,0,0,1,0,0,1,0,0
FDW56,7.68,0.071010513,Fruits and Vegetables,190.9162,OUT049,1,0,5195.2374,0.8760887580390849,1.1092355873877155,14,1,0,0,1,0,0,0,1,0
FDG57,14.7,0.072444983,Fruits and Vegetables,48.6034,OUT045,0,1,194.4136,0.9315179257355342,1.034216638715801,11,1,0,0,1,0,0,0,1,0
FDY14,10.3,0.069981909,Dairy,263.0226,OUT013,2,2,6079.4198,0.8740008655444821,0.8809803229205071,26,1,0,0,1,0,0,0,1,0
FDS19,13.8,0.06457046,Fruits and Vegetables,76.2012,OUT017,0,1,1669.8264,0.9385429567008612,0.9218008112657444,6,0,1,0,1,0,0,0,1,0
FDX01,10.1,0.024159767,Canned,114.715,OUT035,0,1,815.605,0.9294568212467638,0.3449021862410669,9,1,0,0,1,0,0,0,1,0
FDV32,7.785,0.089210159,Fruits and Vegetables,64.251,OUT017,0,1,1328.271,0.9275067668255436,1.2735544541473927,6,1,0,0,1,0,0,0,1,0
DRI39,13.8,0.097611115,Dairy,54.893,OUT017,0,1,679.116,0.9348909818295362,1.3934855814184053,6,1,0,0,1,0,0,1,0,0
NCU05,11.8,0.058975504,Health and Hygiene,81.7618,OUT018,1,2,966.7416,0.9334195268475787,0.9212400397801177,4,1,0,0,0,1,0,0,0,1
