Item_Weight,Item_Visibility,Item_MRP,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Outlet_Years,Item_Fat_Content_Low Fat,Item_Fat_Content_Regular,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Type_Combined_Drinks,Item_Type_Combined_Food,Item_Type_Combined_Non-Consumable
19.25,0.034753686,141.5496,1,0,1976.0944,14,False,True,False,True,False,False,False,True,False
16.5,0.028476451,91.0146,2,1,1368.219,11,True,False,False,True,False,False,False,True,False
13.5,0.067872402,57.8562,2,0,355.5372,16,False,True,False,True,False,False,False,True,False
9.8,0.026420581,250.9408,2,0,1001.3632,28,False,True,True,False,False,False,False,True,False
7.865,0.061183503,164.5526,2,1,1644.526,11,True,False,False,True,False,False,False,True,False
10.6,0.035247642,84.7224,1,0,1619.2256,14,True,False,False,True,False,False,False,False,True
10.395,0.02974207,88.9514,1,2,3453.5046,28,False,True,False,False,False,True,False,True,False
16.2,0.128397995,178.337,2,1,1411.496,9,False,True,False,True,False,False,False,True,False
14.5,0.058918844,169.7448,1,0,3238.4512,14,False,True,False,True,False,False,False,True,False
7.235,0.076791671,116.4492,0,2,2316.984,26,True,False,False,True,False,False,False,False,True
16.75,0.021220113,55.1298,2,1,1240.3854,9,True,False,False,True,False,False,True,False,False
5.425,0.2004264,88.8514,2,0,265.6542,28,False,True,True,False,False,False,False,True,False
6.135,0.078589629,113.286,1,2,2716.464,28,True,False,False,False,False,True,True,False,False
14.0,0.031261583,52.564,2,1,639.168,9,False,True,False,True,False,False,False,True,False
19.85,0.005235143,265.8884,2,0,2649.884,16,True,False,False,True,False,False,False,True,False
10.895,0.027032204,106.328,2,1,852.224,6,True,False,False,True,False,False,False,True,False
5.635,0.172856719,148.205,0,2,449.415,15,True,False,True,False,False,False,False,True,False
10.65,0.085617517,229.3668,2,1,2303.668,6,False,True,False,True,False,False,False,True,False
15.1,0.127334766,88.283,0,2,89.883,15,True,False,True,False,False,False,False,True,False
16.5,0.036641597,178.7318,2,0,1263.0226,16,True,False,False,True,False,False,False,False,True
13.35,0.014656564,208.5638,2,1,2277.7018,11,False,True,False,True,False,False,False,True,False
12.15,0.037864854,63.0826,0,2,322.913,26,True,False,False,True,False,False,False,True,False
13.65,0.036016619,186.3924,1,0,1295.6468,14,True,False,False,True,False,False,False,True,False
20.75,0.12953868,240.288,1,0,2396.88,14,False,True,False,True,False,False,False,True,False
19.1,0.038531668,210.6586,0,2,5487.5236,26,True,False,False,True,False,False,False,True,False
17.25,0.0,171.5764,2,1,4637.9628,11,True,False,False,True,False,False,True,False,False
8.85,0.112119359,123.0388,1,2,1981.4208,28,False,True,False,False,False,True,True,False,False
11.8,0.0,45.9402,1,2,872.8638,28,True,False,False,False,False,True,False,True,False
10.195,0.041907414,43.8428,0,2,175.7712,26,True,False,False,True,False,False,False,True,False
16.6,0.027556247,176.6344,0,2,1962.7784,26,True,False,False,True,False,False,False,False,True
17.6,0.076058484,111.8202,0,2,2025.3636,26,False,True,False,True,False,False,False,True,False
8.185,0.038729057,117.1808,2,0,1874.8928,16,True,False,False,True,False,False,False,True,False
13.65,0.080804019,261.1936,2,1,2348.9424,11,False,True,False,True,False,False,False,True,False
10.6,0.056884225,231.9642,1,0,3020.7346,14,True,False,False,True,False,False,True,False,False
10.8,0.050000257,243.9144,2,1,4655.2736,6,True,False,False,True,False,False,False,True,False
15.2,0.021207519,219.4824,2,0,1747.0592,16,True,False,False,True,False,False,False,True,False
8.895,0.0,232.9616,2,1,2812.3392,11,True,False,False,True,False,False,True,False,False
11.8,0.113307794,187.0924,2,1,1850.924,9,True,False,False,True,False,False,True,False,False
7.63,0.225476528,45.1402,0,2,45.9402,15,False,True,True,False,False,False,False,True,False
6.55,0.034800079,157.5288,2,1,1571.288,6,False,True,False,True,False,False,False,True,False
16.85,0.139301634,144.976,0,2,2783.044,26,True,False,False,True,False,False,False,True,False
16.25,0.025612348,168.2474,1,2,3200.5006,28,True,False,False,False,False,True,False,True,False
7.235,0.077290355,116.9492,2,1,2316.984,6,True,False,False,True,False,False,False,False,True
19.25,0.1017546,55.1956,2,1,491.3604,9,True,False,False,True,False,False,False,True,False
13.85,0.094265737,233.93,0,2,233.03,15,False,True,True,False,False,False,False,True,False
18.1,0.022380952,93.6094,0,2,476.047,26,True,False,False,True,False,False,False,True,False
18.6,0.01575657,153.1366,0,2,3173.8686,26,True,False,False,True,False,False,False,True,False
6.615,0.156307983,196.3426,0,2,790.9704,15,True,False,True,False,False,False,False,True,False
15.6,0.195688803,77.367,0,2,153.134,15,True,False,True,False,False,False,False,True,False
18.85,0.13747519,158.6578,2,1,3369.6138,11,True,False,False,True,False,False,True,False,False
7.235,0.0,197.2452,2,1,2348.9424,9,True,False,False,True,False,False,False,True,False
7.825,0.07962861,63.4826,2,0,2002.0606,16,True,False,False,True,False,False,False,True,False
7.285,0.03100078,177.0054,1,2,2101.2648,28,True,False,False,False,False,True,False,False,True
19.7,0.016202582,188.2556,2,1,3379.6008,9,False,True,False,True,False,False,False,True,False
12.6,0.024190156,34.4874,2,1,494.0236,9,True,False,False,True,False,False,False,True,False
10.65,0.085308611,230.2668,2,1,5759.17,11,False,True,False,True,False,False,False,True,False
16.75,0.008564925,73.2038,2,1,1404.1722,9,False,True,False,True,False,False,False,True,False
13.8,0.097457483,55.393,1,2,1018.674,4,True,False,False,False,True,False,True,False,False
9.6,0.029619203,43.6086,0,2,624.5204,26,True,False,False,True,False,False,False,False,True
13.1,0.0,189.253,2,0,1518.024,16,True,False,False,True,False,False,False,False,True
14.6,0.150872868,47.5692,2,1,1379.5376,11,True,False,False,True,False,False,True,False,False
6.67,0.09031453,130.5626,1,2,1180.4634,4,False,True,False,False,True,False,False,True,False
15.7,0.018930352,59.4536,2,0,857.5504,16,False,True,False,True,False,False,False,True,False
17.75,0.111209003,107.7912,0,2,982.7208,26,True,False,False,True,False,False,False,False,True
20.2,0.121153331,97.3752,0,2,958.752,26,False,True,False,True,False,False,False,True,False
10.85,0.163160327,107.4622,2,1,1693.7952,6,True,False,False,True,False,False,False,True,False
20.25,0.148163564,232.7616,1,0,1874.8928,14,True,False,False,True,False,False,False,False,True
16.5,0.028281197,90.2146,1,2,3648.584,28,True,False,False,False,False,True,False,True,False
5.86,0.150853308,156.0314,2,0,2016.7082,16,False,True,False,True,False,False,False,True,False
6.115,0.011437302,92.4488,2,1,1358.232,6,False,True,False,True,False,False,False,True,False
19.7,0.018024769,104.499,2,0,1031.99,16,False,True,False,True,False,False,False,True,False
9.8,0.090448534,194.5478,2,1,774.9912,9,True,False,False,True,False,False,False,False,True
12.5,0.08175276,89.0488,2,0,1267.6832,16,False,True,False,True,False,False,False,True,False
19.35,0.109667698,166.0816,0,2,671.1264,15,False,True,True,False,False,False,False,True,False
16.75,0.075735621,34.5532,2,0,323.5788,16,True,False,False,True,False,False,False,False,True
19.1,0.091917786,182.7608,2,0,1837.608,16,True,False,False,True,False,False,False,False,True
21.35,0.130127365,96.2094,0,2,190.4188,15,True,False,True,False,False,False,False,True,False
19.5,0.082483516,179.2002,0,2,2865.6032,26,True,False,False,True,False,False,False,True,False
6.575,0.075507758,146.4444,2,0,1596.5884,16,False,True,False,True,False,False,False,True,False
6.67,0.124126756,88.9514,2,1,2125.2336,6,False,True,False,True,False,False,False,True,False
12.3,0.009425158,74.838,1,0,1537.998,14,True,False,False,True,False,False,False,True,False
16.1,0.024999711,97.841,2,1,1255.033,11,False,True,False,True,False,False,False,True,False
9.3,0.058545606,155.8314,2,0,310.2628,28,False,True,True,False,False,False,False,True,False
17.35,0.020676141,80.6618,2,1,1208.427,6,True,False,False,True,False,False,False,False,True
15.35,0.02346559,35.219,0,2,36.619,15,True,False,True,False,False,False,False,True,False
8.975,0.05272914,86.4224,2,0,1022.6688,16,False,True,False,True,False,False,False,True,False
13.15,0.024630755,178.2686,0,2,2666.529,26,True,False,False,True,False,False,False,False,True
19.5,0.014274292,55.6614,2,0,718.3982,16,True,False,False,True,False,False,False,False,True
15.1,0.059313603,238.1248,2,1,4266.4464,9,True,False,False,True,False,False,False,False,True
5.465,0.048518008,132.9626,2,1,2360.9268,9,False,True,False,True,False,False,False,True,False
17.75,0.073349552,34.2216,0,2,934.7832,26,True,False,False,True,False,False,False,True,False
17.35,0.055648052,100.3016,1,2,2833.6448,28,True,False,False,False,False,True,False,True,False
6.96,0.077129323,92.7146,0,2,1733.0774,26,True,False,False,True,False,False,True,False,False
17.85,0.087824967,196.0794,1,2,1755.7146,4,True,False,False,False,True,False,False,True,False
5.095,0.130031207,142.4838,1,2,561.9352,4,False,True,False,False,True,False,False,True,False
5.73,0.045334098,87.0882,0,2,1803.6522,26,True,False,False,True,False,False,True,False,False
7.5,0.096333029,57.8588,0,2,1145.176,26,True,False,False,True,False,False,False,False,True
7.855,0.073858923,218.6482,0,2,3723.8194,26,False,True,False,True,False,False,False,True,False
5.655,0.175047104,146.9102,2,1,1895.5326,9,True,False,False,True,False,False,True,False,False
12.15,0.132952286,37.6506,0,2,37.9506,15,True,False,True,False,False,False,False,False,True
9.6,0.086145867,258.362,0,2,259.662,15,True,False,True,False,False,False,False,True,False
18.85,0.0520115,190.3846,0,2,3630.6074,26,True,False,False,True,False,False,False,False,True
20.2,0.059790095,127.4678,2,1,3560.6984,9,False,True,False,True,False,False,False,True,False
12.15,0.071440118,182.295,0,2,549.285,15,False,True,True,False,False,False,False,True,False
19.6,0.03395415,56.4614,1,0,773.6596,14,True,False,False,True,False,False,True,False,False
16.0,0.099271209,88.5856,2,0,878.856,16,False,True,False,True,False,False,False,True,False
13.1,0.020769677,117.5782,1,2,2741.0986,28,True,False,False,False,False,True,False,True,False
6.425,0.06316338,132.2626,2,1,2098.6016,9,True,False,False,True,False,False,False,True,False
6.825,0.059846975,262.5226,2,0,9779.9362,16,True,False,False,True,False,False,False,False,True
16.75,0.014342659,103.7674,2,0,203.7348,28,False,True,True,False,False,False,False,True,False
7.97,0.057667173,172.1422,0,2,517.3266,15,True,False,True,False,False,False,True,False,False
17.25,0.037155206,166.4526,0,2,3782.4098,26,True,False,False,True,False,False,True,False,False
9.1,0.080417724,48.8718,1,0,425.4462,14,True,False,False,True,False,False,False,False,True
19.2,0.041227831,129.831,2,0,1947.465,16,True,False,False,True,False,False,False,False,True
20.25,0.102226474,91.312,1,2,3075.996,28,False,True,False,False,False,True,False,True,False
6.175,0.178210285,95.7752,1,2,3930.8832,28,False,True,False,False,False,True,False,True,False
14.5,0.06904249,41.4454,0,2,41.9454,15,False,True,True,False,False,False,False,True,False
8.3,0.052791124,98.5384,2,0,591.2304,28,False,True,True,False,False,False,False,True,False
17.75,0.067607749,188.024,1,0,2796.36,14,False,True,False,True,False,False,False,True,False
7.145,0.017887474,160.6578,2,1,1765.0358,6,True,False,False,True,False,False,False,True,False
8.985,0.184440421,99.67,2,1,3295.71,6,True,False,False,True,False,False,False,True,False
16.35,0.091074449,196.811,2,1,3338.987,6,True,False,False,True,False,False,False,False,True
5.655,0.0,147.5102,2,0,1166.4816,16,True,False,False,True,False,False,True,False,False
9.5,0.041951439,32.49,1,0,865.54,14,True,False,False,True,False,False,True,False,False
5.78,0.074087369,264.9568,0,2,6855.0768,26,False,True,False,True,False,False,False,True,False
8.05,0.0,257.5646,0,2,5153.292,26,False,True,False,True,False,False,False,True,False
6.75,0.108679906,95.6752,1,2,1246.3776,4,False,True,False,False,True,False,False,True,False
16.6,0.136500981,173.3422,2,1,4138.6128,6,True,False,False,True,False,False,True,False,False
6.095,0.081361288,141.9154,2,1,2694.4926,11,True,False,False,True,False,False,False,False,True
15.1,0.0,197.211,0,2,196.411,15,True,False,True,False,False,False,False,True,False
19.35,0.018591464,112.9544,1,0,1342.2528,14,False,True,False,True,False,False,False,True,False
11.3,0.066952965,192.0478,1,2,3099.9648,4,True,False,False,False,True,False,False,False,True
10.8,0.029107004,240.5222,2,1,4541.4218,6,True,False,False,True,False,False,False,True,False
19.7,0.0,194.411,1,0,5106.686,14,False,True,False,True,False,False,False,True,False
18.7,0.065872936,113.1886,2,0,111.1886,28,True,False,True,False,False,False,False,True,False
10.5,0.117149075,164.121,1,2,1794.331,4,False,True,False,False,True,False,False,True,False
7.655,0.031994534,114.3492,1,0,1853.5872,14,True,False,False,True,False,False,False,True,False
8.235,0.08276363,146.5076,1,2,1625.8836,4,True,False,False,False,True,False,False,True,False
20.6,0.083004078,119.4756,2,0,1090.5804,16,True,False,False,True,False,False,False,True,False
19.35,0.021490911,122.1098,1,0,2892.2352,14,False,True,False,True,False,False,False,True,False
9.5,0.058835928,170.2448,0,2,170.4448,15,False,True,True,False,False,False,False,True,False
5.305,0.07871639,183.5608,0,2,551.2824,15,False,True,True,False,False,False,False,True,False
9.8,0.013869809,47.406,2,1,978.726,11,True,False,False,True,False,False,True,False,False
9.6,0.022274264,101.699,2,1,2992.771,9,False,True,False,True,False,False,False,True,False
13.0,0.153618566,79.6986,2,0,1480.0734,16,True,False,False,True,False,False,False,True,False
17.6,0.049267759,113.0176,1,2,2862.94,4,True,False,False,False,True,False,False,True,False
14.3,0.12826315,83.4224,2,1,681.7792,6,True,False,False,True,False,False,False,True,False
10.3,0.02494708,172.3422,2,1,5690.5926,11,False,True,False,True,False,False,False,True,False
15.1,0.157154813,62.2194,0,2,185.7582,15,False,True,True,False,False,False,False,True,False
6.03,0.022832115,176.7028,2,1,1416.8224,6,True,False,False,True,False,False,True,False,False
7.68,0.070900282,192.6162,2,0,5580.0698,16,True,False,False,True,False,False,False,True,False
20.0,0.028180789,46.8744,2,1,905.488,11,False,True,False,True,False,False,False,True,False
15.85,0.136497913,96.3094,2,0,2856.282,16,True,False,False,True,False,False,False,True,False
15.2,0.162462044,117.6492,0,2,347.5476,15,True,False,True,False,False,False,False,False,True
12.15,0.0,164.7184,2,0,3962.8416,16,True,False,False,True,False,False,False,True,False
19.35,0.118080437,222.6088,2,1,6040.1376,9,True,False,False,True,False,False,False,True,False
16.0,0.017466284,45.4718,1,2,1323.6104,28,False,True,False,False,False,True,False,True,False
10.395,0.031073804,157.5604,1,2,5704.5744,28,True,False,False,False,False,True,False,True,False
8.85,0.113302223,125.1388,2,1,1114.5492,6,False,True,False,True,False,False,True,False,False
19.85,0.025968706,49.5376,2,0,1006.6896,16,True,False,False,True,False,False,False,False,True
19.1,0.045400017,38.8138,2,1,690.4346,11,True,False,False,True,False,False,True,False,False
17.0,0.126958147,125.8362,2,1,2516.724,6,True,False,False,True,False,False,False,False,True
11.15,0.105307659,102.0648,2,0,1038.648,16,False,True,False,True,False,False,False,True,False
12.35,0.038500421,110.757,2,0,1208.427,16,False,True,False,True,False,False,False,True,False
20.85,0.02137305,103.3306,2,1,522.653,11,True,False,False,True,False,False,False,True,False
16.75,0.0,255.7988,1,2,9251.9568,28,True,False,False,False,False,True,False,True,False
7.035,0.0,263.291,0,2,525.982,15,True,False,True,False,False,False,False,True,False
4.785,0.09297084,122.0098,1,2,2048.6666,4,True,False,False,False,True,False,False,True,False
18.7,0.088839949,254.2672,1,2,10993.6896,28,True,False,False,False,False,True,False,True,False
17.25,0.209600084,40.348,0,2,39.948,15,False,True,True,False,False,False,False,True,False
9.3,0.033505804,153.4314,2,1,2482.1024,11,False,True,False,True,False,False,False,True,False
17.25,0.072986772,78.8986,2,1,1635.8706,11,True,False,False,True,False,False,False,True,False
17.85,0.024961677,153.1998,2,1,3383.5956,6,True,False,False,True,False,False,True,False,False
5.32,0.092433518,101.6674,1,2,1426.1436,28,True,False,False,False,False,True,False,False,True
9.8,0.026081567,217.585,2,1,4327.7,9,True,False,False,True,False,False,False,True,False
18.85,0.09079168,127.1336,0,2,3579.3408,26,True,False,False,True,False,False,True,False,False
9.695,0.113917889,158.2604,2,1,2693.8268,9,True,False,False,True,False,False,False,False,True
10.0,0.045928229,138.118,1,0,1957.452,14,True,False,False,True,False,False,False,True,False
16.6,0.135620265,172.9422,0,2,2931.5174,26,True,False,False,True,False,False,True,False,False
18.25,0.077709902,259.6962,2,1,5438.9202,9,True,False,False,True,False,False,False,True,False
5.82,0.134975628,170.579,0,2,509.337,15,True,False,True,False,False,False,False,False,True
9.31,0.037955094,62.151,2,0,1201.769,16,True,False,False,True,False,False,False,True,False
18.25,0.076125668,214.0218,2,1,2564.6616,11,True,False,False,True,False,False,False,True,False
19.7,0.067039526,178.337,1,0,1411.496,14,True,False,False,True,False,False,False,True,False
6.865,0.014021626,127.1652,2,1,1291.652,11,True,False,False,True,False,False,True,False,False
11.35,0.023358738,184.4608,1,0,4042.7376,14,False,True,False,True,False,False,False,True,False
17.7,0.029933275,169.0816,2,1,5201.2296,9,True,False,False,True,False,False,False,True,False
20.2,0.111777297,124.6046,1,2,2863.6058,28,True,False,False,False,False,True,False,False,True
20.85,0.032448523,177.866,2,0,1078.596,16,True,False,False,True,False,False,False,True,False
17.25,0.047266211,97.0068,2,0,1846.9292,16,False,True,False,True,False,False,False,True,False
15.35,0.01404119,38.419,1,0,476.047,14,True,False,False,True,False,False,False,True,False
13.65,0.04917754,151.805,0,2,2696.49,26,True,False,False,True,False,False,False,True,False
15.2,0.020280476,49.1034,0,2,194.4136,15,True,False,True,False,False,False,False,False,True
6.38,0.031962866,178.0344,2,1,535.3032,11,True,False,False,True,False,False,False,True,False
7.565,0.054376275,56.293,1,2,2546.685,28,True,False,False,False,False,True,False,False,True
6.905,0.063850971,97.2726,0,2,195.7452,15,False,True,True,False,False,False,False,True,False
4.555,0.060154968,110.1544,2,0,111.8544,28,False,True,True,False,False,False,False,True,False
17.7,0.134441765,183.9924,1,2,6478.234,28,False,True,False,False,False,True,False,True,False
15.7,0.03067808,44.777,0,2,605.878,26,True,False,False,True,False,False,True,False,False
15.2,0.103758647,177.0054,2,1,2976.7918,9,False,True,False,True,False,False,False,True,False
6.985,0.136701678,182.1608,1,2,5880.3456,28,False,True,False,False,False,True,False,True,False
19.85,0.308145448,222.0772,2,0,889.5088,28,True,False,True,False,False,False,False,True,False
5.75,0.074806196,112.9176,1,2,3435.528,28,False,True,False,False,False,True,False,True,False
8.355,0.013926425,93.0462,2,1,1110.5544,9,True,False,False,True,False,False,False,True,False
12.15,0.006754117,122.173,0,2,2586.633,26,True,False,False,True,False,False,False,False,True
13.35,0.0,238.7564,1,2,1906.8512,4,True,False,False,False,True,False,False,True,False
17.0,0.052209303,122.373,2,0,2586.633,16,True,False,False,True,False,False,False,False,True
17.35,0.041538713,93.1804,1,0,1378.206,14,False,True,False,True,False,False,False,True,False
15.35,0.13064231,88.383,2,0,89.883,28,True,False,True,False,False,False,False,True,False
9.1,0.055382616,115.0518,0,2,683.1108,26,True,False,False,True,False,False,False,False,True
6.13,0.0,54.1298,2,0,1348.245,16,True,False,False,True,False,False,False,True,False
10.65,0.041970938,55.4272,2,0,111.8544,28,True,False,True,False,False,False,False,True,False
19.2,0.005583951,226.9062,0,2,4514.124,26,False,True,False,True,False,False,False,True,False
8.895,0.075757177,233.8616,1,2,937.4464,4,True,False,False,False,True,False,True,False,False
19.75,0.012467648,188.1872,1,0,2458.1336,14,True,False,False,True,False,False,False,True,False
10.895,0.137368051,264.3568,1,2,4745.8224,4,True,False,False,False,True,False,False,True,False
7.325,0.092933158,91.0146,1,2,3466.1548,28,True,False,False,False,False,True,False,True,False
10.3,0.117593973,154.463,2,1,2503.408,6,True,False,False,True,False,False,False,False,True
19.1,0.026018497,148.2418,2,1,3089.9778,6,False,True,False,True,False,False,False,True,False
4.555,0.034410585,111.3544,1,0,1342.2528,14,False,True,False,True,False,False,False,True,False
9.8,0.02426524,114.0492,1,2,3938.8728,28,True,False,False,False,False,True,False,False,True
16.2,0.176175402,184.0608,2,1,2021.3688,6,True,False,False,True,False,False,False,False,True
8.975,0.088257771,84.1224,0,2,170.4448,15,False,True,True,False,False,False,False,True,False
21.1,0.020750867,128.7994,1,0,1927.491,14,False,True,False,True,False,False,False,True,False
17.75,0.111527348,110.2912,2,1,873.5296,11,True,False,False,True,False,False,False,False,True
12.8,0.114318263,142.2838,1,2,421.4514,4,False,True,False,False,True,False,False,True,False
6.905,0.038363204,98.1726,2,1,587.2356,6,False,True,False,True,False,False,False,True,False
10.195,0.245483691,141.8838,0,2,280.9676,15,False,True,True,False,False,False,False,True,False
5.785,0.053930934,87.3856,1,0,878.856,14,False,True,False,True,False,False,False,True,False
15.2,0.018942606,236.0248,1,2,6636.6944,28,True,False,False,False,False,True,False,True,False
7.96,0.028339599,162.4894,0,2,1779.6834,26,True,False,False,True,False,False,False,True,False
8.3,0.030151351,98.7384,2,0,492.692,16,False,True,False,True,False,False,False,True,False
5.46,0.107274301,145.5786,2,1,3900.9222,11,False,True,False,True,False,False,False,True,False
13.35,0.102670882,228.6352,1,0,3435.528,14,True,False,False,True,False,False,False,True,False
5.46,0.032177405,185.424,2,0,5219.872,16,False,True,False,True,False,False,False,True,False
19.35,0.039734882,165.7868,1,2,4913.604,28,False,True,False,False,False,True,True,False,False
20.75,0.083536989,180.3318,0,2,4149.9314,26,False,True,False,True,False,False,False,True,False
6.59,0.026225693,119.0098,1,0,2530.7058,14,True,False,False,True,False,False,False,False,True
7.55,0.0273235,151.934,2,1,1837.608,6,True,False,False,True,False,False,False,True,False
20.85,0.03747983,192.7478,2,1,2131.2258,11,True,False,False,True,False,False,False,True,False
18.85,0.168531813,192.5136,2,1,2916.204,6,True,False,False,True,False,False,False,False,True
15.2,0.021293909,218.4824,1,2,1528.6768,4,True,False,False,False,True,False,False,True,False
10.1,0.030269774,152.4656,2,1,2934.8464,11,True,False,False,True,False,False,False,False,True
10.0,0.025822315,262.7226,2,1,3171.8712,9,True,False,False,True,False,False,False,True,False
8.985,0.183688161,100.27,1,0,998.7,14,True,False,False,True,False,False,False,True,False
11.5,0.125579201,99.7358,2,1,1105.8938,9,False,True,False,True,False,False,False,True,False
20.1,0.077079177,61.5536,1,2,918.804,28,True,False,False,False,False,True,False,False,True
19.85,0.026074491,48.6376,1,2,575.2512,4,True,False,False,False,True,False,False,False,True
21.1,0.010593469,234.2958,0,2,3739.1328,26,True,False,False,True,False,False,False,False,True
4.555,0.034357169,112.6544,2,0,2684.5056,16,False,True,False,True,False,False,False,True,False
20.85,0.037396901,193.8478,2,1,2712.4692,9,True,False,False,True,False,False,False,True,False
7.905,0.064011067,230.2694,0,2,4567.388,26,True,False,False,True,False,False,True,False,False
6.78,0.085981978,228.4694,2,1,5480.8656,11,False,True,False,True,False,False,False,True,False
11.65,0.040318693,186.224,1,2,5033.448,28,True,False,False,False,False,True,False,True,False
15.0,0.161762835,185.9266,2,1,2581.9724,11,False,True,False,True,False,False,False,True,False
17.6,0.104878967,164.8868,2,0,2456.802,16,True,False,False,True,False,False,False,True,False
13.8,0.107469819,77.8012,0,2,227.7036,15,False,True,True,False,False,False,False,True,False
5.11,0.034868095,163.821,2,1,2120.573,9,True,False,False,True,False,False,False,False,True
8.71,0.046079575,43.5744,2,1,407.4696,11,False,True,False,True,False,False,False,True,False
7.235,0.058083831,113.6834,0,2,230.3668,26,True,False,False,True,False,False,False,True,False
12.3,0.064618976,89.8804,2,0,1286.3256,16,False,True,False,True,False,False,False,True,False
6.96,0.077178965,93.1146,2,1,2189.1504,9,True,False,False,True,False,False,True,False,False
18.0,0.142910689,89.6514,1,0,1859.5794,14,False,True,False,True,False,False,False,True,False
6.28,0.027682047,85.5198,0,2,1744.396,26,True,False,False,True,False,False,True,False,False
10.5,0.142511272,158.7578,2,1,2246.4092,9,False,True,False,True,False,False,False,True,False
14.15,0.09557165,171.0106,2,1,4106.6544,11,True,False,False,True,False,False,True,False,False
9.8,0.02316823,47.506,0,2,186.424,15,True,False,True,False,False,False,True,False,False
15.85,0.061045133,44.7744,0,2,181.0976,26,False,True,False,True,False,False,False,True,False
10.3,0.011148865,84.854,2,1,778.986,11,False,True,False,True,False,False,False,True,False
17.6,0.058091269,156.2314,2,0,2947.4966,16,True,False,False,True,False,False,False,True,False
8.1,0.019672774,86.4198,1,2,1918.8356,28,False,True,False,False,False,True,False,True,False
10.3,0.078678276,177.037,0,2,3705.177,26,True,False,False,True,False,False,False,True,False
9.195,0.117667492,159.5578,1,0,1283.6624,14,False,True,False,True,False,False,False,True,False
12.8,0.069902438,261.3252,1,2,3410.2276,4,True,False,False,False,True,False,False,True,False
10.0,0.037757166,126.7994,2,1,1284.994,9,False,True,False,True,False,False,False,True,False
17.25,0.107021498,40.5822,2,1,785.644,9,True,False,False,True,False,False,False,True,False
10.6,0.032892112,49.3008,1,2,1518.024,28,False,True,False,False,False,True,False,True,False
20.2,0.100477461,187.7898,2,1,2245.0776,6,True,False,False,True,False,False,False,False,True
7.5,0.036228067,175.2028,2,1,4427.57,9,True,False,False,True,False,False,False,False,True
7.895,0.094488485,100.7332,0,2,1230.3984,26,False,True,False,True,False,False,False,True,False
15.75,0.055154296,195.5452,1,2,1174.4712,4,True,False,False,False,True,False,False,True,False
7.865,0.106907604,162.8526,2,0,493.3578,28,True,False,True,False,False,False,False,True,False
13.65,0.073060301,196.2426,2,1,2570.6538,11,False,True,False,True,False,False,False,True,False
20.1,0.077439606,60.6536,2,1,980.0576,9,True,False,False,True,False,False,False,False,True
13.65,0.080968973,259.7936,1,2,2609.936,4,False,True,False,False,True,False,False,True,False
12.3,0.106492562,176.3396,1,0,1395.5168,14,False,True,False,True,False,False,False,True,False
6.885,0.139330557,109.5228,1,2,3426.2068,28,False,True,False,False,False,True,False,True,False
21.35,0.068822477,258.3278,2,0,7028.8506,16,True,False,False,True,False,False,False,True,False
7.72,0.074669288,76.3986,0,2,1402.1748,26,False,True,False,True,False,False,False,True,False
12.1,0.025834128,165.1526,0,2,164.4526,15,True,False,True,False,False,False,False,False,True
14.85,0.035227697,159.5578,0,2,2085.9514,26,False,True,False,True,False,False,False,True,False
7.725,0.050901814,120.5414,2,0,365.5242,28,True,False,True,False,False,False,False,False,True
16.0,0.072965144,231.3668,1,2,4607.336,4,True,False,False,False,True,False,False,False,True
8.395,0.039492207,97.3042,2,0,1091.2462,16,True,False,False,True,False,False,False,True,False
7.365,0.042552205,225.172,2,1,3395.58,9,True,False,False,True,False,False,False,True,False
20.5,0.020587886,89.583,0,2,1797.66,26,True,False,False,True,False,False,False,True,False
18.25,0.130095044,257.2962,0,2,517.9924,15,True,False,True,False,False,False,False,True,False
16.0,0.040747616,140.2496,1,2,4093.3384,28,True,False,False,False,False,True,False,True,False
7.475,0.013146636,214.5192,2,1,2804.3496,11,True,False,False,True,False,False,False,False,True
12.15,0.02176755,164.6184,2,1,3797.7232,11,True,False,False,True,False,False,False,True,False
7.97,0.0,172.0422,1,2,5690.5926,4,True,False,False,False,True,False,True,False,False
15.25,0.08995645,217.1192,1,0,3235.788,14,True,False,False,True,False,False,False,True,False
16.35,0.062665642,225.6062,1,2,1579.9434,4,False,True,False,False,True,False,False,True,False
11.1,0.176182345,158.1604,2,1,1901.5248,9,True,False,False,True,False,False,False,True,False
11.8,0.022843501,177.8686,2,0,4621.9836,16,True,False,False,True,False,False,False,False,True
14.3,0.034411238,98.6726,2,0,782.9808,16,False,True,False,True,False,False,False,True,False
13.65,0.0,36.6532,2,1,755.0172,6,False,True,False,True,False,False,False,True,False
16.75,0.128861359,86.2856,2,1,1406.1696,9,True,False,False,True,False,False,False,True,False
16.25,0.078290271,93.1804,1,0,1194.4452,14,True,False,False,True,False,False,False,True,False
18.0,0.008539208,81.2618,2,1,402.809,9,True,False,False,True,False,False,False,True,False
20.2,0.100095288,125.2678,0,2,127.1678,15,False,True,True,False,False,False,False,True,False
15.0,0.046447328,121.5414,1,0,2436.828,14,True,False,False,True,False,False,False,True,False
